EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EID,MANAGEMENT_LEVEL,CAPABILITY,PROJECT_NAME,MANAGER_EID,TARGET_CERTIFICATION,1ST_TARGET_CERTIFICATION_DATE,CURRENT_PROGRESS,WITH_VOUCHER?,1ST_TAKE_RESULT,RETAKE_EXAM_DATE,RETAKE_RESULT,EXPIRATION_DATE,Fiscal Year,Month,Quarter
251,Jackson,Grimes,jackson.grimes,10,Data,374Water ,gerald.hawkins,Microsoft Certified: Azure Data Engineer Associate,12/5/2022,Passed,Yes,Passed,,,12/5/2025,FY23,December,Q2
252,Miranda,Robles,miranda.robles,10,Data,3D Pioneer Systems ,samuel.crawford,Amazon Web Services (AWS) Certified Cloud Practitioner,11/30/2022,Passed,Yes,Passed,,,11/30/2025,FY23,November,Q1
253,Gilbert,Bowers,gilbert.bowers,10,Data,3D Systems Corporation,patricia.goodwin,Microsoft Certified: Azure AI Engineer Associate,11/26/2022,Passed,Yes,Passed,,,11/26/2025,FY23,November,Q1
254,Jon,Gay,jon.gay,10,Data,3DShoppingcom,stacie.richard,Amazon Web Services (AWS) Certified Cloud Practitioner,11/18/2022,Passed,Yes,Passed,,,11/18/2025,FY23,November,Q1
255,Julia,Davila,julia.davila,10,Data,3DX Industries,robin.west,Microsoft Certified: Azure Fundamentals,11/15/2022,Passed,Yes,Passed,,,11/15/2025,FY23,November,Q1
256,Aaron,Potts,aaron.potts,10,Data,3i Group plc,ralph.haas,Amazon Web Services (AWS) Certified Cloud Practitioner,11/12/2022,Passed,Yes,Passed,,,11/12/2025,FY23,November,Q1
257,Rachael,Jimenez,rachael.jimenez,10,Data,3i Group plc - Depositary Receipt (Common Stock),phyllis.maldonado,Amazon Web Services (AWS) Certified Developer - Associate,11/11/2022,Passed,Yes,Passed,,,11/11/2025,FY23,November,Q1
258,Lucas,Macdonald,lucas.macdonald,10,Data,3iQ Bitcoin ETF,danny.parrish,Amazon Web Services (AWS) Certified Cloud Practitioner,11/11/2022,Passed,Yes,Passed,,,11/11/2025,FY23,November,Q1
259,Kristopher,Sanders,kristopher.sanders,10,Data,3M Company,kathy.hill,Amazon Web Services (AWS) Certified Cloud Practitioner,11/11/2022,Passed,Yes,Passed,,,11/11/2025,FY23,November,Q1
260,Alexandria,Hutchinson,alexandria.hutchinson,10,Data,3Power Energy ,kelli.hardy,Amazon Web Services (AWS) Certified Solutions Architect - Associate,11/8/2022,Passed,Yes,Passed,,,11/8/2025,FY23,November,Q1
261,Natasha,Schmitt,natasha.schmitt,10,Data,3SBio ,lynn.pham,Amazon Web Services (AWS) Certified Cloud Practitioner,10/30/2022,Passed,Yes,Passed,,,10/30/2025,FY23,October,Q1
262,Jose,Acosta,jose.acosta,10,Data,420 Property Management,shelley.harris,Microsoft Certified: Azure Fundamentals,10/27/2022,Passed,Yes,Passed,,,10/27/2025,FY23,October,Q1
263,Cassidy,Dominguez,cassidy.dominguez,10,Data,49 North Resources ,eddie.jimenez,Microsoft Certified: Azure Fundamentals,10/21/2022,Passed,Yes,Passed,,,10/21/2025,FY23,October,Q1
264,Debbie,Savage,debbie.savage,10,Data,4Cable TV International,chloe.hutchinson,Microsoft Certified: Azure Fundamentals,10/13/2022,Passed,Yes,Passed,,,10/13/2025,FY23,October,Q1
265,Felicia,Burnett,felicia.burnett,10,Data,4D Molecular Therapeutics,eileen.lynch,Microsoft Certified: Azure Fundamentals,10/13/2022,Passed,Yes,Passed,,,10/13/2025,FY23,October,Q1
266,Hayley,Gutierrez,hayley.gutierrez,10,Data,4D pharma plc - Equity Warrant,fernando.lambert,Microsoft Certified: Azure Fundamentals,10/13/2022,Passed,Yes,Passed,,,10/13/2025,FY23,October,Q1
267,Melinda,Parrish,melinda.parrish,10,Data,4DMedical ,makayla.cannon,Microsoft Certified: Azure Fundamentals,10/12/2022,Passed,Yes,Passed,,,10/12/2025,FY23,October,Q1
268,Jeremy,Keith,jeremy.keith,10,Data,4DS Memory ,tom.alvarado,Amazon Web Services (AWS) Certified Cloud Practitioner,10/8/2022,Passed,Yes,Passed,,,10/8/2025,FY23,October,Q1
269,James,Washington,james.washington,10,Data,4Front Ventures Corp,virginia.dudley,Amazon Web Services (AWS) Certified Cloud Practitioner,10/3/2022,Passed,Yes,Passed,,,10/3/2025,FY23,October,Q1
270,Karen,Leblanc,karen.leblanc,10,Data,4imprint Group plc,riley.good,Amazon Web Services (AWS) Certified Cloud Practitioner,9/29/2022,Passed,Yes,Passed,,,9/29/2025,FY23,September,Q1
271,Ivan,Malone,ivan.malone,10,Data,51Talk Online Education Group - Depositary Receipt (Common Stock),alexandria.buck,Amazon Web Services (AWS) Certified Solutions Architect - Associate,9/23/2022,Passed,Yes,Passed,,,9/23/2025,FY23,September,Q1
272,Jesus,Cox,jesus.cox,10,Data,5:01 Acquisition Corp,richard.roth,Amazon Web Services (AWS) Certified Cloud Practitioner,9/23/2022,Passed,Yes,Passed,,,9/23/2025,FY23,September,Q1
273,Michelle,Lowery,michelle.lowery,10,Data,5E Advanced Materials,candice.keller,Google Cloud Certified - Cloud Digital Leader,4/14/2023,Passed,Yes,Passed,,,4/14/2026,FY23,April,Q3
274,Paul,Meyers,paul.meyers,10,Data,5G Networks ,anita.benson,Google Cloud Certified - Cloud Digital Leader,3/8/2023,Passed,Yes,Passed,,,3/8/2026,FY23,March,Q3
275,Eileen,Graves,eileen.graves,10,Data,5N Plus ,regina.stein,Google Cloud Certified - Cloud Digital Leader,3/6/2023,Passed,Yes,Passed,,,3/6/2026,FY23,March,Q3
276,Christian,Jennings,christian.jennings,10,Data,5th Planet Games A/S,debra.riddle,Google Cloud Certified - Cloud Digital Leader,3/3/2023,Passed,Yes,Passed,,,3/3/2026,FY23,March,Q3
277,Don,Hendrix,don.hendrix,10,Data,60 Degrees Pharmaceuticals,brittany.zuniga,Google Cloud Certified - Cloud Digital Leader,3/3/2023,Passed,Yes,Passed,,,3/3/2026,FY23,March,Q3
278,Dominique,Summers,dominique.summers,10,Data,60 Degrees Pharmaceuticals - Equity Warrant,cassidy.mcmahon,Google Cloud Certified - Cloud Digital Leader,3/1/2023,Passed,Yes,Passed,,,3/1/2026,FY23,March,Q3
279,Wayne,Anderson,wayne.anderson,10,Data,727 Communications,laurie.pennington,Google Cloud Certified - Cloud Digital Leader,3/1/2023,Passed,Yes,Passed,,,3/1/2026,FY23,March,Q3
280,Chloe,Franklin,chloe.franklin,10,Data,79North ,alejandro.blair,Google Cloud Certified - Cloud Digital Leader,2/27/2023,Passed,Yes,Passed,,,2/27/2026,FY23,February,Q2
281,Carolyn,Hendrix,carolyn.hendrix,10,Data,7C Solarparken AG,leslie.jennings,Google Cloud Certified - Cloud Digital Leader,11/16/2022,Passed,Yes,Passed,,,11/16/2025,FY23,November,Q1
282,Isaiah,Buckley,isaiah.buckley,10,Data,8000 Inc,kathleen.mckay,Google Cloud Certified - Cloud Digital Leader,9/29/2022,Passed,Yes,Passed,,,9/29/2025,FY23,September,Q1
283,Gina,Townsend,gina.townsend,10,Data,808 Renewable Energy Corporation,hunter.moreno,Google Cloud Certified - Cloud Digital Leader,9/9/2022,Passed,Yes,Passed,,,9/9/2025,FY23,September,Q1
284,Stefanie,Grant,stefanie.grant,10,Data,88 Energy ,chad.davidson,Google Cloud Certified - Professional Cloud Architect,12/23/2023,Passed,Yes,Passed,,,12/23/2026,FY24,December,Q2
285,Cole,Combs,cole.combs,10,Data,89bio,corey.holt,Google Cloud Certified - Professional Data Engineer,2/29/2024,Passed,Yes,Passed,,,3/1/2027,FY24,February,Q2
286,Suzanne,Pope,suzanne.pope,10,Data,8x8,emma.cunningham,Google Cloud Certified - Professional Google Workspace Administrator,5/3/2024,Passed,Yes,Passed,,,5/3/2027,FY24,May,Q3
287,Gabriel,Green,gabriel.green,10,Data,9 Meters Biopharma,duane.woods,AWS Certified Developer - Associate,1/3/2024,Not Started,No,,,,,FY24,January,Q2
288,Jeanne,Atkinson,jeanne.atkinson,10,Data,908 Devices ,alison.vargas,Google - Professional Cloud Data Engineer,11/24/2023,Not Started,No,,,,,FY24,November,Q1
289,Lindsay,Ferguson,lindsay.ferguson,10,Data,9342-8530 Québec ,vernon.kane,AWS Certified Developer - Associate,9/17/2023,Not Started,No,,,,,FY24,September,Q1
290,Ronald,Byrd,ronald.byrd,10,Data,99 Acquisition Group ,lori.flowers,AWS Certified Solutions Architect - Associate,7/9/2023,Not Started,No,,,,,FY23,July,Q4
291,Marco,Holden,marco.holden,10,Data,99 Acquisition Group  - Equity Right,nina.chavez,Google Cloud Certified - Associate Cloud Engineer,6/2/2023,Passed,Yes,Passed,,,6/2/2026,FY23,June,Q4
292,Isabel,English,isabel.english,10,Data,99 Acquisition Group  - Equity Warrant,shane.foley,Google Cloud Certified - Associate Cloud Engineer,5/16/2023,Passed,Yes,Passed,,,5/16/2026,FY23,May,Q3
293,Nichole,Green,nichole.green,10,Data,9F  - Depositary Receipt (Common Stock),collin.ayers,Google Cloud Certified - Associate Cloud Engineer,3/27/2023,Passed,Yes,Passed,,,3/27/2026,FY23,March,Q3
294,Joann,Gonzales,joann.gonzales,10,Data,A SPAC II Acquisition Corp,sherry.young,Google Cloud Certified - Associate Cloud Engineer,3/24/2023,Passed,Yes,Passed,,,3/24/2026,FY23,March,Q3
295,Francis,Miller,francis.miller,10,Data,A SPAC II Acquisition Corp - Equity Right,darrell.douglas,Google Cloud Certified - Associate Cloud Engineer,3/1/2023,Passed,Yes,Passed,,,3/1/2026,FY23,March,Q3
296,Stuart,Valdez,stuart.valdez,10,Data,A SPAC II Acquisition Corp - Equity Warrant,karl.greer,Google Cloud Certified - Associate Cloud Engineer,3/1/2023,Passed,Yes,Passed,,,3/1/2026,FY23,March,Q3
297,Tricia,Berg,tricia.berg,10,Data,A&W Revenue Royalties Income Fund,lynn.atkinson,Google Cloud Certified - Associate Cloud Engineer,2/27/2023,Passed,Yes,Passed,,,2/27/2026,FY23,February,Q2
298,Roger,Bauer,roger.bauer,10,Data,A-Mark Precious Metals,fred.guerra,Google Cloud Certified - Associate Cloud Engineer,12/30/2022,Passed,Yes,Passed,,,12/30/2025,FY23,December,Q2
299,Tanner,Hernandez,tanner.hernandez,10,Data,A-Sonic Aerospace ,yvonne.farmer,Google Cloud Certified - Associate Cloud Engineer,12/26/2022,Passed,Yes,Passed,,,12/26/2025,FY23,December,Q2
300,Ellen,Cisneros,ellen.cisneros,10,Data,A O Smith Corporation,clarence.haynes,Google Cloud Certified - Associate Cloud Engineer,12/23/2022,Passed,Yes,Passed,,,12/23/2025,FY23,December,Q2
301,Latasha,Hancock,latasha.hancock,10,Data,Yangtze River Port and Logistics ,sheryl.baxter,Google Cloud Certified - Associate Cloud Engineer,12/23/2022,Passed,Yes,Passed,,,12/23/2025,FY23,December,Q2
302,Jenna,Lamb,jenna.lamb,10,Data,YanGuFang International Group ,preston.lozano,Google Cloud Certified - Associate Cloud Engineer,12/20/2022,Passed,Yes,Passed,,,12/20/2025,FY23,December,Q2
303,Francis,Ball,francis.ball,10,Data,Yangzijiang Financial Holding ,roy.berry,Google Cloud Certified - Associate Cloud Engineer,12/19/2022,Passed,Yes,Passed,,,12/19/2025,FY23,December,Q2
304,Jade,Archer,jade.archer,10,Data,Yangzijiang Shipbuilding (Holdings) ,linda.olsen,Google Cloud Certified - Associate Cloud Engineer,12/19/2022,Passed,Yes,Passed,,,12/19/2025,FY23,December,Q2
305,Zachary,Parker,zachary.parker,10,Data,Yankuang Energy Group Company ,joanna.bender,Google Cloud Certified - Associate Cloud Engineer,12/15/2022,Passed,Yes,Passed,,,12/15/2025,FY23,December,Q2
306,Karen,Kent,karen.kent,10,Data,Yankuang Energy Group Company  - Depositary Receipt (Common Stock),aimee.downs,Google Cloud Certified - Associate Cloud Engineer,12/2/2022,Passed,Yes,Passed,,,12/2/2025,FY23,December,Q2
307,Joshua,Dalton,joshua.dalton,10,Data,01 Communique Laboratory ,darren.peck,Google Cloud Certified - Associate Cloud Engineer,11/22/2022,Passed,Yes,Passed,,,11/22/2025,FY23,November,Q1
308,Kiara,Ashley,kiara.ashley,10,Data,0187279 BC ,brett.mullen,Google Cloud Certified - Associate Cloud Engineer,11/18/2022,Passed,Yes,Passed,,,11/18/2025,FY23,November,Q1
309,Doris,Greene,doris.greene,10,Data,1-800-FLOWERSCOM,sheryl.meyers,Google Cloud Certified - Associate Cloud Engineer,11/14/2022,Passed,Yes,Passed,,,11/14/2025,FY23,November,Q1
310,Helen,Kaiser,helen.kaiser,10,Data,10X Capital Venture Acquisition Corp III,michelle.gallagher,Databricks - Databricks Certified Data Engineer Associate,9/18/2023,Passed,Yes,Passed,,,9/18/2026,FY23,September,Q1
311,Ariel,Francis,ariel.francis,10,Data,10X Capital Venture Acquisition Corp III - Equity Warrant,carl.schroeder,Amazon Web Services (AWS) Certified Developer - Associate,8/25/2023,Passed,Yes,Passed,,,8/25/2026,FY23,August,Q4
312,Heidi,Singleton,heidi.singleton,10,Data,10x Genomics,jenna.dodson,Microsoft Certified: Azure Data Engineer Associate,6/30/2023,Passed,Yes,Passed,,,6/30/2026,FY23,June,Q4
313,Guy,Keller,guy.keller,10,Data,111 - Depositary Receipt (Common Stock),tracey.mata,Amazon Web Services (AWS) Certified Solutions Architect - Associate,6/18/2023,Passed,Yes,Passed,,,6/18/2026,FY23,June,Q4
314,Meghan,Moses,meghan.moses,10,Data,1399 Internet Technology Application Group ,kristine.cox,Microsoft Certified: Power BI Data Analyst Associate,6/17/2023,Passed,Yes,Passed,,,6/17/2026,FY23,June,Q4
315,Jodi,Moran,jodi.moran,10,Data,141 Capital,faith.lutz,Amazon Web Services (AWS) Certified Solutions Architect - Associate,6/17/2023,Passed,Yes,Passed,,,6/17/2026,FY23,June,Q4
316,Heather,York,heather.york,10,Data,1511419 Ontario ,miranda.beasley,Microsoft Certified: Power BI Data Analyst Associate,6/15/2023,Passed,Yes,Passed,,,6/15/2026,FY23,June,Q4
317,Gail,Salazar,gail.salazar,10,Data,1606 Corp,caroline.foley,Amazon Web Services (AWS) Certified SysOps Administrator - Associate,6/15/2023,Passed,Yes,Passed,,,6/15/2026,FY23,June,Q4
318,Tammy,Cantu,tammy.cantu,10,Data,17 Education & Technology Group  - Depositary Receipt (Common Stock),greg.mata,Amazon Web Services (AWS) Certified Developer - Associate,6/3/2023,Passed,Yes,Passed,,,6/3/2026,FY23,June,Q4
319,Olivia,Mcgrath,olivia.mcgrath,10,Data,180 Degree Capital Corp,clifford.jacobson,Amazon Web Services (AWS) Certified Developer - Associate,5/19/2023,Passed,Yes,Passed,,,5/19/2026,FY23,May,Q3
320,Michele,Case,michele.case,10,Data,180 Life Sciences Corp,joanna.kirk,Amazon Web Services (AWS) Certified Solutions Architect - Associate,5/13/2023,Passed,Yes,Passed,,,5/13/2026,FY23,May,Q3
321,Matthew,Brock,matthew.brock,10,Data,180 Life Sciences Corp - Equity Warrant,maxwell.frye,Amazon Web Services (AWS) Certified Solutions Architect - Associate,4/17/2023,Passed,Yes,Passed,,,4/17/2026,FY23,April,Q3
322,Jenna,Henry,jenna.henry,10,Data,1812 Brewing Company ,kiara.houston,Microsoft Certified: Azure Data Engineer Associate,4/10/2023,Passed,Yes,Passed,,,4/10/2026,FY23,April,Q3
323,Kristina,Hunter,kristina.hunter,10,Data,1847 Holdings LLC,colleen.howard,Microsoft Certified: Azure Data Engineer Associate,4/7/2023,Passed,Yes,Passed,,,4/7/2026,FY23,April,Q3
324,Shirley,Bowman,shirley.bowman,10,Data,1867 Western Financial Corporation,janet.valenzuela,Databricks - Databricks Certified Data Engineer Associate,3/22/2023,Passed,Yes,Passed,,,3/22/2026,FY23,March,Q3
325,Allison,Walter,allison.walter,10,Data,1895 Bancorp of Wisconsin,shane.wilcox,Amazon Web Services (AWS) Certified Solutions Architect - Associate,2/27/2023,Passed,Yes,Passed,,,2/27/2026,FY23,February,Q2
326,Frances,Beltran,frances.beltran,10,Data,1911 Gold Corporation,marcus.moody,Microsoft Certified: Azure Data Engineer Associate,1/30/2023,Passed,Yes,Passed,,,1/30/2026,FY23,January,Q2
327,Bailey,Waters,bailey.waters,10,Data,1933 Industries ,dakota.poole,Microsoft Certified: Power BI Data Analyst Associate,1/15/2023,Passed,Yes,Passed,,,1/15/2026,FY23,January,Q2
328,Jeanne,Horn,jeanne.horn,10,Data,1CM ,frederick.harper,Microsoft Certified: Azure Data Engineer Associate,1/11/2023,Passed,Yes,Passed,,,1/11/2026,FY23,January,Q2
329,Jermaine,Hodges,jermaine.hodges,10,Data,1mage Software,stefanie.fitzpatrick,Amazon Web Services (AWS) Certified Developer - Associate,12/30/2022,Passed,Yes,Passed,,,12/30/2025,FY23,December,Q2
330,Jeremy,Clayton,jeremy.clayton,10,Data,1PM Industries,kent.bradshaw,Amazon Web Services (AWS) Certified Developer - Associate,12/30/2022,Passed,Yes,Passed,,,12/30/2025,FY23,December,Q2
331,Tracey,Hardy,tracey.hardy,10,Data,1st Capital Bancorp,jack.tate,Amazon Web Services (AWS) Certified Solutions Architect - Associate,12/27/2022,Passed,Yes,Passed,,,12/27/2025,FY23,December,Q2
332,Leslie,Mcmahon,leslie.mcmahon,10,Data,1st Colonial Bancorp,tom.trujillo,Microsoft Certified: Azure Database Administrator Associate,12/3/2022,Passed,Yes,Passed,,,12/3/2025,FY23,December,Q2
333,Peter,Moore,peter.moore,10,Data,1st Federal Savings Bank of SC,gabriel.mejia,Amazon Web Services (AWS) Certified Developer - Associate,11/30/2022,Passed,Yes,Passed,,,11/30/2025,FY23,November,Q1
334,Ian,Krueger,ian.krueger,10,Data,1st NRG Corp,kaitlyn.santana,Microsoft Certified: Azure Data Engineer Associate,11/29/2022,Passed,Yes,Passed,,,11/29/2025,FY23,November,Q1
335,Crystal,Choi,crystal.choi,10,Data,1st Source Corporation,faith.moon,Microsoft Certified: Azure Data Engineer Associate,11/26/2022,Passed,Yes,Passed,,,11/26/2025,FY23,November,Q1
336,Lydia,Peterson,lydia.peterson,10,Data,1ST SUMMIT BANCORP of Johnstown,tammie.haley,Amazon Web Services (AWS) Certified Solutions Architect - Associate,11/19/2022,Passed,Yes,Passed,,,11/19/2025,FY23,November,Q1
337,Douglas,Waters,douglas.waters,10,Data,1stdibsCom,nicholas.sosa,Amazon Web Services (AWS) Certified Developer - Associate,11/14/2022,Passed,Yes,Passed,,,11/14/2025,FY23,November,Q1
338,Tonya,Bond,tonya.bond,10,Data,2020 Bulkers ,jordan.gay,Microsoft Certified: Power BI Data Analyst Associate,10/29/2022,Passed,Yes,Passed,,,10/29/2025,FY23,October,Q1
339,Caleb,Henson,caleb.henson,10,Data,21Shares AG - Amun Ripple (xrp) ETN,bruce.esparza,Amazon Web Services (AWS) Certified Solutions Architect - Associate,10/28/2022,Passed,Yes,Passed,,,10/28/2025,FY23,October,Q1
340,Tristan,Lynch,tristan.lynch,10,Data,22nd Century ,sherry.garza,Amazon Web Services (AWS) Certified Solutions Architect - Associate,10/20/2022,Passed,Yes,Passed,,,10/20/2025,FY23,October,Q1
341,Tami,Mendoza,tami.mendoza,10,Data,23andMe Holding ,natalie.gentry,Microsoft Certified: Azure Administrator Associate,10/14/2022,Passed,Yes,Passed,,,10/14/2025,FY23,October,Q1
342,Leslie,Howe,leslie.howe,10,Data,24SevenOffice Group AB (publ),bryan.dunn,Amazon Web Services (AWS) Certified Developer - Associate,9/19/2022,Passed,Yes,Passed,,,9/19/2025,FY23,September,Q1
343,Luke,Perez,luke.perez,10,Data,286 Lenox Partners LLC,wayne.simpson,Amazon Web Services (AWS) Certified Solutions Architect - Associate,9/11/2022,Passed,Yes,Passed,,,9/11/2025,FY23,September,Q1
344,Gina,Rowe,gina.rowe,10,Data,29Metals ,luis.greer,Amazon Web Services (AWS) Certified Solutions Architect - Associate,9/10/2022,Passed,Yes,Passed,,,9/10/2025,FY23,September,Q1
345,Darius,Riggs,darius.riggs,10,Data,2seventy bio,rhonda.frost,Microsoft Certified: Azure Administrator Associate,9/3/2022,Passed,Yes,Passed,,,9/3/2025,FY23,September,Q1
346,Hailey,Hart,hailey.hart,10,Data,2U,joanne.montes,Google Cloud Certified - Associate Cloud Engineer,12/11/2023,Passed,Yes,Passed,,,12/11/2026,FY24,December,Q2
347,Larry,Paul,larry.paul,10,Data,3 Sixty Risk Solutions ,geoffrey.guzman,Google Cloud Certified - Associate Cloud Engineer,12/11/2023,Passed,Yes,Passed,,,12/11/2026,FY24,December,Q2
348,Krystal,Woods,krystal.woods,10,Data,361 Degrees International ,gloria.mccall,Databricks - Databricks Certified Data Engineer Associate,12/22/2023,Passed,Yes,Passed,,,12/22/2026,FY24,December,Q2
349,Tabitha,Reilly,tabitha.reilly,10,Data,36Kr Holdings  - Depositary Receipt (Common Stock),brady.cohen,Google Cloud Certified - Associate Cloud Engineer,12/1/2023,Passed,Yes,Passed,,,12/1/2026,FY24,December,Q2
350,Roberta,Quinn,roberta.quinn,10,Data,37 Capital ,latoya.mccann,Google Cloud Certified - Associate Cloud Engineer,11/30/2023,Passed,Yes,Passed,,,11/30/2026,FY24,November,Q1
351,Reginald,Pitts,reginald.pitts,10,Data,374Water ,gerald.hawkins,Microsoft Certified: Azure Data Engineer Associate,12/3/2023,Passed,Yes,Passed,,,12/3/2026,FY24,December,Q2
352,Jesus,Rogers,jesus.rogers,10,Data,3D Pioneer Systems ,samuel.crawford,Google Cloud Certified - Associate Cloud Engineer,11/28/2023,Passed,Yes,Passed,,,11/28/2026,FY24,November,Q1
353,Roberto,Roy,roberto.roy,10,Data,3D Systems Corporation,patricia.goodwin,Google Cloud Certified - Associate Cloud Engineer,11/26/2023,Passed,Yes,Passed,,,11/26/2026,FY24,November,Q1
354,Jillian,Mccullough,jillian.mccullough,10,Data,3DShoppingcom,stacie.richard,Google Cloud Certified - Associate Cloud Engineer,11/24/2023,Passed,Yes,Passed,,,11/24/2026,FY24,November,Q1
355,Alan,Valenzuela,alan.valenzuela,10,Data,3DX Industries,robin.west,Google Cloud Certified - Associate Cloud Engineer,11/22/2023,Passed,Yes,Passed,,,11/22/2026,FY24,November,Q1
356,Kristy,Dixon,kristy.dixon,10,Data,3i Group plc,ralph.haas,Google Cloud Certified - Associate Cloud Engineer,5/19/2023,Passed,Yes,Passed,,,5/19/2026,FY23,May,Q3
357,Henry,Holland,henry.holland,10,Data,3i Group plc - Depositary Receipt (Common Stock),phyllis.maldonado,Google Cloud Certified - Associate Cloud Engineer,5/13/2023,Passed,Yes,Passed,,,5/13/2026,FY23,May,Q3
358,Diana,Cox,diana.cox,10,Data,3iQ Bitcoin ETF,danny.parrish,Google Cloud Certified - Associate Cloud Engineer,4/17/2023,Passed,Yes,Passed,,,4/17/2026,FY23,April,Q3
359,Sara,Middleton,sara.middleton,10,Data,3M Company,kathy.hill,Google Cloud Certified - Associate Cloud Engineer,4/10/2023,Passed,Yes,Passed,,,4/10/2026,FY23,April,Q3
360,Jade,Jimenez,jade.jimenez,10,Data,3Power Energy ,kelli.hardy,Databricks - Databricks Certified Data Engineer Associate,4/7/2023,Passed,Yes,Passed,,,4/7/2026,FY23,April,Q3
361,Carmen,Mcclain,carmen.mcclain,10,Data,3SBio ,lynn.pham,Amazon Web Services (AWS) Certified Developer - Associate,3/22/2023,Passed,Yes,Passed,,,3/22/2026,FY23,March,Q3
362,Wanda,Sanchez,wanda.sanchez,10,Data,420 Property Management,shelley.harris,Microsoft Certified: Azure Data Engineer Associate,2/27/2023,Passed,Yes,Passed,,,2/27/2026,FY23,February,Q2
363,Valerie,Wilcox,valerie.wilcox,10,Data,49 North Resources ,eddie.jimenez,Amazon Web Services (AWS) Certified Solutions Architect - Associate,1/30/2023,Passed,Yes,Passed,,,1/30/2026,FY23,January,Q2
364,Chloe,Hurst,chloe.hurst,10,Data,4Cable TV International,chloe.hutchinson,Microsoft Certified: Power BI Data Analyst Associate,1/15/2023,Passed,Yes,Passed,,,1/15/2026,FY23,January,Q2
365,Virginia,Goodman,virginia.goodman,10,Data,4D Molecular Therapeutics,eileen.lynch,Amazon Web Services (AWS) Certified Solutions Architect - Associate,1/11/2023,Passed,Yes,Passed,,,1/11/2026,FY23,January,Q2
366,Erin,Woods,erin.woods,10,Data,4D pharma plc - Equity Warrant,fernando.lambert,Microsoft Certified: Power BI Data Analyst Associate,12/30/2022,Passed,Yes,Passed,,,12/30/2025,FY23,December,Q2
367,Cassidy,Bruce,cassidy.bruce,10,Data,4DMedical ,makayla.cannon,Amazon Web Services (AWS) Certified SysOps Administrator - Associate,12/30/2022,Passed,Yes,Passed,,,12/30/2025,FY23,December,Q2
368,Sally,Hinton,sally.hinton,10,Data,4DS Memory ,tom.alvarado,Amazon Web Services (AWS) Certified Developer - Associate,12/27/2022,Passed,Yes,Passed,,,12/27/2025,FY23,December,Q2
369,Jessica,Randolph,jessica.randolph,10,Data,4Front Ventures Corp,virginia.dudley,Amazon Web Services (AWS) Certified Developer - Associate,12/3/2022,Passed,Yes,Passed,,,12/3/2025,FY23,December,Q2
370,Kelly,Hogan,kelly.hogan,10,Data,4imprint Group plc,riley.good,Amazon Web Services (AWS) Certified Solutions Architect - Associate,11/30/2022,Passed,Yes,Passed,,,11/30/2025,FY23,November,Q1
371,Derek,Chung,derek.chung,10,Data,51Talk Online Education Group - Depositary Receipt (Common Stock),alexandria.buck,Amazon Web Services (AWS) Certified Solutions Architect - Associate,12/27/2022,Passed,Yes,Passed,,,12/27/2025,FY23,December,Q2
372,Shirley,York,shirley.york,10,Data,5:01 Acquisition Corp,richard.roth,Microsoft Certified: Azure Data Engineer Associate,1/30/2024,Passed,Yes,Passed,,,1/30/2027,FY24,January,Q2
373,Cody,Potts,cody.potts,10,Data,5E Advanced Materials,candice.keller,Microsoft Certified: Azure Data Engineer Associate,1/31/2024,Passed,Yes,Passed,,,1/31/2027,FY24,January,Q2
374,Erin,Gill,erin.gill,10,Data,5G Networks ,anita.benson,Amazon Web Services (AWS) Certified Solutions Architect - Associate,1/7/2024,In progress - 2nd take,Requested,Failed/For Retake,8/8/2024,,,FY24,January,Q2
375,Nicole,Vargas,nicole.vargas,10,Data,5N Plus ,regina.stein,Amazon Web Services (AWS) Certified Solutions Architect - Associate,8/14/2023,In progress - 2nd take,Requested,Failed/For Retake,8/8/2024,,,FY23,August,Q4
376,Sharon,Mack,sharon.mack,10,Data,5th Planet Games A/S,debra.riddle,Microsoft Certified: Azure Administrator Associate,6/27/2023,In progress - 2nd take,Requested,Failed/For Retake,8/8/2024,,,FY23,June,Q4
377,Monica,Lopez,monica.lopez,10,Data,60 Degrees Pharmaceuticals,brittany.zuniga,Amazon Web Services (AWS) Certified Developer - Associate,8/19/2023,In progress - 2nd take,Requested,Failed/For Retake,8/9/2024,,,FY23,August,Q4
378,April,Jones,april.jones,10,Data,60 Degrees Pharmaceuticals - Equity Warrant,cassidy.mcmahon,Amazon Web Services (AWS) Certified Solutions Architect - Associate,5/13/2024,In progress - 2nd take,Requested,Failed/For Retake,8/9/2024,,,FY24,May,Q3
379,Johnny,Reeves,johnny.reeves,10,Data,727 Communications,laurie.pennington,Amazon Web Services (AWS) Certified Solutions Architect - Associate,11/8/2023,In progress - 2nd take,Requested,Failed/For Retake,8/9/2024,,,FY24,November,Q1
380,Brandi,Owens,brandi.owens,10,Data,79North ,alejandro.blair,Microsoft Certified: Azure Administrator Associate,4/18/2024,In progress - 2nd take,Requested,Failed/For Retake,8/9/2024,,,FY24,April,Q3
381,Max,Rasmussen,max.rasmussen,10,Data,7C Solarparken AG,leslie.jennings,Google Cloud Certified - Associate Cloud Engineer,8/31/2023,In progress - 2nd take,Requested,Failed/For Retake,8/9/2024,,,FY23,August,Q4
